2026-06-30 16:25:00,518 | INFO | vision_stack.detector | Detector carregado via comic-text-detector native (cuda)
2026-06-30 16:30:50,580 | WARNING | typesetter.renderer | RENDER QA: ['dark_bubble_promoted_from_rejected_mask', 'dark_bubble_ellipse_bbox_mask', 'dark_bubble_visual_glyph_mask_replaced_geometry', 'visual_text_only_inpaint_contract', 'band_edge_clipped_balloon_mask', 'text_contract_direct_fill', 'dark_connected_compact_text_bbox_rejected_undercoverage', 'render_text_mask_cleanup', 'safe_text_box_recomputed', 'auto_dark_panel_glow_fallback', 'visual_card_font_fallback', 'original_dark_panel_effect_colors', 'layout_text_geometry_sanitized', 'trusted_dark_visual_capacity_target', 'dark_bubble_overbroad_target_clamped_to_visible_bbox', 'dark_visual_underfit_capacity_expanded', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'render_on_art_suspected'] â€” texto='ESTE É O SUBESPAÇO DO SISTEMA....' render_bbox=[289, 664, 729, 717] safe_text_box=[195, 323, 729, 786]
2026-06-30 16:31:10,289 | WARNING | typesetter.renderer | RENDER QA: ['negative_pass_promoted', 'dark_bubble_negative_evidence', 'dark_bubble_oval_reocr', 'dark_bubble_visual_glyph_mask_replaced_geometry', 'visual_text_only_inpaint_contract', 'fast_fill_no_glyph_evidence', 'dark_bubble_lobe_clip_rejected_undercovered_text', 'text_contract_direct_fill', 'render_text_mask_cleanup', 'safe_text_box_recomputed', 'auto_dark_panel_glow_fallback', 'visual_card_font_fallback', 'original_dark_panel_effect_colors', 'trusted_dark_visual_capacity_target', 'dark_bubble_overbroad_target_clamped_to_visible_bbox', 'dark_bubble_glow_capacity_recovered', 'dark_visual_underfit_capacity_expanded', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_width_limited', 'original_text_scale_min_underflow', 'render_on_art_suspected'] â€” texto='VOCÊ NÃO PODE FICAR NO SUBESPA...' render_bbox=[163, 255, 348, 364] safe_text_box=[43, 228, 568, 364]
2026-06-30 16:31:11,127 | WARNING | typesetter.renderer | RENDER QA: ['negative_pass_promoted', 'dark_bubble_negative_evidence', 'dark_bubble_oval_reocr', 'dark_bubble_ellipse_bbox_mask', 'dark_bubble_visual_glyph_mask_replaced_geometry', 'visual_text_only_inpaint_contract', 'band_edge_clipped_balloon_mask', 'mask_outside_balloon', 'mask_outside_balloon_critical', 'text_contract_direct_fill', 'dark_bubble_lobe_clip_rejected_undercovered_text', 'render_text_mask_cleanup', 'safe_text_box_recomputed', 'auto_dark_panel_glow_fallback', 'visual_card_font_fallback', 'original_dark_panel_effect_colors', 'trusted_dark_visual_capacity_target', 'dark_visual_underfit_capacity_expanded', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_width_limited', 'original_text_scale_min_underflow', 'render_on_art_suspected'] â€” texto='VOCÊ DEVE CONSTRUIR RAPIDAMENT...' render_bbox=[464, 517, 668, 628] safe_text_box=[376, 442, 752, 695]
2026-06-30 16:32:20,733 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'safe_text_box_recomputed', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'TEXT_CLIPPED'] â€” texto='ENTÃO ME CONTE! COMO CONSTRUIR...' render_bbox=[86, 160, 323, 291] safe_text_box=[68, 181, 336, 270]
2026-06-30 16:32:21,378 | WARNING | typesetter.renderer | RENDER QA: ['negative_pass_promoted', 'dark_bubble_negative_evidence', 'short_dark_text_full_panel_bbox_rejected', 'visual_text_only_inpaint_contract', 'visual_text_only_inpaint_missing_glyph_source', 'dark_panel_full_bbox_selected', 'render_text_mask_cleanup', 'safe_text_box_recomputed', 'auto_dark_panel_glow_fallback', 'visual_card_font_fallback', 'dark_panel_full_bbox_safe_clamped_to_inner', 'full_dark_panel_visual_capacity', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'render_on_art_suspected'] â€” texto='É SIMPLES....' render_bbox=[68, 617, 173, 649] safe_text_box=[50, 619, 192, 648]
2026-06-30 16:32:44,271 | WARNING | typesetter.renderer | RENDER QA: ['candidate_crop_direct_paddle_reocr', 'dark_bubble_oval_reocr', 'partial_dark_bubble_lobe_reocr', 'detected_dark_bubble_without_text_reocr', 'dark_bubble_ellipse_bbox_mask', 'dark_bubble_recovered_text_bbox_floor', 'balloon_outline_components_removed', 'bubble_clip_preserved_raw_text', 'dark_connected_lobe_anchor_component_filtered', 'broad_connected_bubble_mask_rejected', 'dark_connected_lobe_mask_rebuilt_from_glyphs', 'visual_text_only_inpaint_contract', 'mask_outside_balloon', 'mask_outside_balloon_critical', 'dark_text_contract_mask_rejected_overbroad', 'dark_bubble_visual_glyph_mask_replaced_geometry', 'dark_connected_bubble_mask_undercovered_text_contract', 'text_mask_undercovered_ocr_text', 'render_text_mask_cleanup', 'safe_text_box_recomputed', 'auto_dark_panel_glow_fallback', 'visual_card_font_fallback', 'trusted_dark_visual_capacity_target', 'dark_bubble_overbroad_target_clamped_to_visible_bbox', 'dark_visual_underfit_capacity_expanded', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'fit_below_minimum_legible', 'TEXT_CLIPPED', 'TEXT_OVERFLOW'] â€” texto='ISCORD.GG/XZEKN8V...' render_bbox=[289, 324, 526, 358] safe_text_box=[218, 331, 597, 352]
2026-06-30 16:32:46,292 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'TEXT_CLIPPED'] â€” texto='SEMIDEUSES, SEMI-DEMÔNIOS? VOC...' render_bbox=[507, 142, 709, 350] safe_text_box=[510, 148, 703, 337]
2026-06-30 16:32:47,001 | WARNING | typesetter.renderer | RENDER QA: ['translator_note_text_only_mask', 'text_contract_direct_fill', 'render_text_mask_cleanup', 'safe_text_box_recomputed', 'original_text_scale_size_experiment', 'fit_below_minimum_legible', 'render_on_art_suspected'] â€” texto='T/N: EXISTE UM ROMANCE CHAMADO...' render_bbox=[36, 292, 173, 330] safe_text_box=[34, 277, 176, 342]
2026-06-30 16:34:13,576 | WARNING | typesetter.renderer | RENDER QA: ['dark_bubble_visual_glyph_mask_replaced_geometry', 'visual_text_only_inpaint_contract', 'text_contract_direct_fill', 'render_text_mask_cleanup', 'connected_lobe_boxes_missing_source_anchor_fallback', 'visual_card_font_fallback', 'dark_bubble_overbroad_target_clamped_to_visible_bbox', 'safe_text_box_recomputed', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'render_on_art_suspected', 'weak_text_residual_after_inpaint', 'source_text_mask_bbox_from_debug', 'source_text_mask_bbox_from_inpaint_component', 'mask_outside_balloon', 'mask_outside_balloon_critical', 'trusted_dark_visual_capacity_target', 'dark_bubble_glow_capacity_recovered', 'dark_visual_underfit_capacity_expanded', 'original_text_scale_width_limited', 'fit_below_minimum_legible'] â€” texto='A RECOMPENSA DA MISSÃO É......' render_bbox=[563, 471, 611, 508] safe_text_box=[436, 400, 731, 578]
2026-06-30 16:34:15,254 | WARNING | typesetter.renderer | RENDER QA: ['candidate_crop_direct_paddle_reocr', 'dark_bubble_oval_reocr', 'dark_bubble_text_candidate_reocr', 'dark_bubble_high_conf_light_text_reocr', 'dark_bubble_ellipse_bbox_mask', 'dark_bubble_visual_glyph_mask_replaced_geometry', 'visual_text_only_inpaint_contract', 'text_contract_direct_fill', 'dark_bubble_visual_bbox_refined', 'render_text_mask_cleanup', 'safe_text_box_recomputed', 'auto_dark_panel_glow_fallback', 'visual_card_font_fallback', 'trusted_dark_visual_capacity_target', 'dark_visual_underfit_capacity_expanded', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_width_limited', 'original_text_scale_min_underflow', 'page_space_aux_bbox_scrubbed', 'dark_panel_style_grouped', 'dark_oval_safe_height_expanded', 'dark_oval_safe_clipped_to_visible_balloon', 'stale_render_layout_contract_rejected', 'TEXT_CLIPPED', 'TEXT_OVERFLOW', 'render_outside_balloon'] â€” texto='ENTRE INÚMERAS ALMAS VOCÊ FOI ...' render_bbox=[431, 334, 682, 492] safe_text_box=[414, 13423, 698, 13539]
2026-06-30 16:34:17,365 | WARNING | typesetter.renderer | RENDER QA: ['candidate_crop_direct_paddle_reocr', 'dark_bubble_oval_reocr', 'dark_bubble_ellipse_bbox_mask', 'dark_bubble_visual_glyph_mask_replaced_geometry', 'visual_text_only_inpaint_contract', 'text_contract_direct_fill', 'render_text_mask_cleanup', 'safe_text_box_recomputed', 'auto_dark_panel_glow_fallback', 'visual_card_font_fallback', 'trusted_dark_visual_capacity_target', 'dark_visual_underfit_capacity_expanded', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'source_text_mask_bbox_from_debug', 'source_text_mask_bbox_from_inpaint_component', 'dark_connected_component_safe_partition', 'page_space_aux_bbox_scrubbed', 'dark_panel_style_grouped', 'dark_oval_safe_anchor_chord_constrained', 'dark_oval_safe_height_expanded', 'TEXT_CLIPPED', 'TEXT_OVERFLOW', 'render_outside_balloon'] â€” texto='VOCÊ PENSOU AMIZADE. FOI SIGNI...' render_bbox=[486, 257, 687, 402] safe_text_box=[449, 13344, 725, 13439]
2026-06-30 16:34:19,446 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'safe_text_box_recomputed', 'TEXT_CLIPPED'] â€” texto='FELIZMENTE, CONSEGUI EVITÁ-LO!...' render_bbox=[107, 175, 284, 278] safe_text_box=[117, 161, 271, 289]
2026-06-30 16:34:19,920 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'safe_text_box_recomputed', 'tiny_bubble_inner_bbox_rejected', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'compact_small_text_capacity', 'TEXT_CLIPPED'] â€” texto='EVASÃO!...' render_bbox=[341, 163, 496, 203] safe_text_box=[328, 172, 510, 194]
2026-06-30 16:34:20,127 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'tiny_bubble_inner_bbox_rejected', 'safe_text_box_recomputed', 'compact_small_text_capacity', 'original_text_scale_size_experiment', 'original_text_scale_width_limited', 'original_text_scale_min_underflow', 'fit_below_minimum_legible', 'TEXT_CLIPPED', 'TEXT_OVERFLOW', 'render_outside_balloon'] â€” texto='UFA......' render_bbox=[600, 43, 651, 58] safe_text_box=[600, 38, 651, 43]
2026-06-30 16:34:22,210 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'safe_text_box_recomputed', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'source_text_mask_bbox_from_debug', 'source_text_mask_bbox_from_inpaint_component'] â€” texto='ENTÃO ME CONTE! COMO CONSTRUIR...' render_bbox=[86, 154, 323, 285] safe_text_box=[77, 141, 328, 310]
2026-06-30 16:34:22,744 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'source_text_mask_bbox_from_debug', 'source_text_mask_bbox_from_inpaint_component', 'safe_text_box_recomputed', 'stale_final_render_contract_dropped', 'page_space_aux_bbox_scrubbed', 'render_layout_contract_replayed', 'TEXT_CLIPPED', 'TEXT_OVERFLOW', 'render_outside_balloon'] â€” texto='SEMIDEUSES, SEMI-DEMÔNIOS? VOC...' render_bbox=[507, 162, 709, 370] safe_text_box=[510, 65490, 706, 65599]
2026-06-30 16:34:23,435 | WARNING | typesetter.renderer | RENDER QA: ['dark_bubble_visual_glyph_mask_replaced_geometry', 'visual_text_only_inpaint_contract', 'text_contract_direct_fill', 'render_text_mask_cleanup', 'connected_lobe_boxes_missing_source_anchor_fallback', 'visual_card_font_fallback', 'dark_bubble_overbroad_target_clamped_to_visible_bbox', 'safe_text_box_recomputed', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'render_on_art_suspected', 'source_text_mask_bbox_from_debug', 'source_text_mask_bbox_from_inpaint_component', 'mask_outside_balloon', 'mask_outside_balloon_critical', 'trusted_dark_visual_capacity_target', 'dark_bubble_glow_capacity_recovered', 'dark_visual_underfit_capacity_expanded', 'original_text_scale_width_limited', 'fit_below_minimum_legible'] â€” texto='A RECOMPENSA DA MISSÃO É......' render_bbox=[563, 471, 611, 508] safe_text_box=[436, 400, 731, 578]
2026-06-30 16:34:24,204 | WARNING | typesetter.renderer | RENDER QA: ['candidate_crop_direct_paddle_reocr', 'dark_bubble_oval_reocr', 'dark_bubble_text_candidate_reocr', 'dark_bubble_high_conf_light_text_reocr', 'dark_bubble_ellipse_bbox_mask', 'dark_bubble_visual_glyph_mask_replaced_geometry', 'visual_text_only_inpaint_contract', 'text_contract_direct_fill', 'dark_bubble_visual_bbox_refined', 'render_text_mask_cleanup', 'safe_text_box_recomputed', 'auto_dark_panel_glow_fallback', 'visual_card_font_fallback', 'trusted_dark_visual_capacity_target', 'dark_visual_underfit_capacity_expanded', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_width_limited', 'original_text_scale_min_underflow', 'page_space_aux_bbox_scrubbed', 'dark_panel_style_grouped', 'dark_oval_safe_height_expanded', 'dark_oval_safe_clipped_to_visible_balloon', 'stale_render_layout_contract_rejected', 'TEXT_CLIPPED', 'TEXT_OVERFLOW', 'render_outside_balloon'] â€” texto='ENTRE INÚMERAS ALMAS VOCÊ FOI ...' render_bbox=[431, 334, 682, 492] safe_text_box=[414, 13423, 698, 13539]
2026-06-30 16:34:24,824 | WARNING | typesetter.renderer | RENDER QA: ['candidate_crop_direct_paddle_reocr', 'dark_bubble_oval_reocr', 'dark_bubble_ellipse_bbox_mask', 'dark_bubble_visual_glyph_mask_replaced_geometry', 'visual_text_only_inpaint_contract', 'text_contract_direct_fill', 'render_text_mask_cleanup', 'safe_text_box_recomputed', 'auto_dark_panel_glow_fallback', 'visual_card_font_fallback', 'trusted_dark_visual_capacity_target', 'dark_visual_underfit_capacity_expanded', 'dark_visual_safe_width_limited', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'source_text_mask_bbox_from_debug', 'source_text_mask_bbox_from_inpaint_component', 'dark_connected_component_safe_partition', 'page_space_aux_bbox_scrubbed', 'dark_panel_style_grouped', 'dark_oval_safe_anchor_chord_constrained', 'dark_oval_safe_height_expanded', 'TEXT_CLIPPED', 'TEXT_OVERFLOW', 'render_outside_balloon'] â€” texto='VOCÊ PENSOU AMIZADE. FOI SIGNI...' render_bbox=[486, 257, 687, 402] safe_text_box=[449, 13344, 725, 13439]
2026-06-30 16:34:26,137 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'safe_text_box_recomputed', 'TEXT_CLIPPED'] â€” texto='FELIZMENTE, CONSEGUI EVITÁ-LO!...' render_bbox=[107, 175, 284, 278] safe_text_box=[117, 161, 271, 289]
2026-06-30 16:34:26,677 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'safe_text_box_recomputed', 'tiny_bubble_inner_bbox_rejected', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'compact_small_text_capacity', 'TEXT_CLIPPED'] â€” texto='EVASÃO!...' render_bbox=[341, 163, 496, 203] safe_text_box=[328, 172, 510, 194]
2026-06-30 16:34:26,891 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'tiny_bubble_inner_bbox_rejected', 'safe_text_box_recomputed', 'compact_small_text_capacity', 'original_text_scale_size_experiment', 'original_text_scale_width_limited', 'original_text_scale_min_underflow', 'fit_below_minimum_legible', 'TEXT_CLIPPED', 'TEXT_OVERFLOW', 'render_outside_balloon'] â€” texto='UFA......' render_bbox=[600, 43, 651, 58] safe_text_box=[600, 38, 651, 43]
2026-06-30 16:34:29,211 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'safe_text_box_recomputed', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'source_text_mask_bbox_from_debug', 'source_text_mask_bbox_from_inpaint_component'] â€” texto='ENTÃO ME CONTE! COMO CONSTRUIR...' render_bbox=[86, 154, 323, 285] safe_text_box=[77, 141, 328, 310]
2026-06-30 16:34:29,738 | WARNING | typesetter.renderer | RENDER QA: ['render_text_mask_cleanup', 'original_text_scale_size_experiment', 'original_text_scale_min_underflow', 'source_text_mask_bbox_from_debug', 'source_text_mask_bbox_from_inpaint_component', 'safe_text_box_recomputed', 'stale_final_render_contract_dropped', 'page_space_aux_bbox_scrubbed', 'render_layout_contract_replayed', 'TEXT_CLIPPED', 'TEXT_OVERFLOW', 'render_outside_balloon'] â€” texto='SEMIDEUSES, SEMI-DEMÔNIOS? VOC...' render_bbox=[507, 162, 709, 370] safe_text_box=[510, 65490, 706, 65599]
